,label,sentence,translate_result
4006,0,Where does the expression `` cloud nine '' come from ?,"Where does the term ""cloud nine"" come from?"
4007,0,What is lung cancer ?,What is lung cancer?
4008,3,What school does Tom attend in Tom Brown 's School Days ?,What school does Tom attend during Tom Brown's school days?
4009,3,"What basketball player is credited with 23 , 924 rebounds ?","Which basketball player is credited with 23, 924 rebounds?"
4010,5,How big is a normal size penis for a 15-year-old ?,How big is a normal penis for a 15 -year -old?
4011,1,What does Playboy title its `` continuing dialog on contemporary issues between Playboy and its readers '' ?,"What does the Playboy call his ""ongoing dialogue on current topics between Playboy and his readers""?"
4012,5,How many American soldiers remain unaccounted from the Vietnam war ?,How many American soldiers have disappeared from the Vietnam War?
4013,4,"Where can I find a tape or book to help me say , write and understand Japanese ?","Where can I find a band or a book to help me speak, write and understand Japanese?"
4014,5,How many cables support the main span of the Golden Gate Bridge ?,How many cables support the main chain of the Golden Gate Bridge?
4015,5,How much did Manchester United spend on players in 1993 ?,How much did Manchester United spend on players in 1993?
4016,4,What was the birthplace of Edgar Allen Poe ?,What was the birthplace of Edgar Allen Poe?
4017,0,Why were red M&Ms discontinued then brought back ?,Why were the red M &Ms set and then returned?
4018,1,What does it take to become a lawyer ?,What does it take to become a lawyer?
4019,3,What American sergeant lost both of his hands in combat during World War II and then went on to act in a single movie for which he won two Oscars ?,What American sergeant lost both hands during World War II and then appeared in a single film for which he won two Oscars?
4020,3,Who invented the fountain ?,Who invented the well?
4021,4,What room did W.C. Fields keep his library in ?,W hat room did W.C. Fields keep his library in?
4022,0,What causes an earthquake ?,What causes an earthquake?
4023,3,What Batman character tools around on a Batcycle ?,What Batman characters play around on a Batcycle?
4024,1,What are the main blood vessels ?,What are the most important blood vessels?
4025,0,What does `` saute '' mean ?,"What does ""saute"" mean?"
4026,4,Where can I find the schematics to the windshield wiper mechanism ?,Where do I find the schematics for the windshield wiper?
4027,1,What type is a snail ?,What kind of snail is a snail?
4028,3,Who was Sherlock Holmes 's archenemy ?,Who was Sherlock Holmes' archenemy?
4029,4,Where is `` Global Schoolhouse '' ?,Where's Global Schoolhouse?
4030,5,How many years of schooling after highschool does it take to become a neurosurgeon ?,How many years after high school does it take to become a neurosurgeon?
4031,1,What are the top vegetable crops in the world ?,What are the best vegetable cultures in the world?
4032,4,What volcano showers ash on Sicily ?,What volcano rains ash on Sicily?
4033,4,Where are the U.S. headquarters for Procter & Gamble ?,Where is the U.S. headquarters for Procter &Gamble &
4034,0,Why did the Aztecs first think the Spanish were Gods ?,Why did the Aztecs first think the Spanish were gods?
4035,0,What are the rules to `` snow golf '' ?,"What are the rules for ""Snow Wolf""?"
4036,1,What does Warner Bros. call a flightless cuckoo ?,What does Warner Bros. call an airless cuckoo?
4037,5,When did Mount St. Helen last have a major eruption ?,When was the last time Mount St. Helen had a big outbreak?
4038,1,How do you say `` eat the day '' in Latin ?,"How do you say ""eat the day"" in Latin?"
4039,1,What are super balls made of ?,What are superballs?
4040,3,What 's the name of Tom Sawyer 's aunt with whom he lives ?,What's the name of Tom Sawyer's aunt he lives with?
4041,1,What is the fastest-growing comic strip of all time ?,What is the fastest growing comic book of all time?
4042,3,Which member of the Micronauts spent 1 years traveling the Microverse in the Marvel comics ?,Which member of the Micronauts spent one year traveling the Microverse to Marvel Comics?
4043,3,What doctor claimed in a 1946 book : `` There is no such thing as a bad boy '' ?,What doctor in a 1946 -book says there's such a thing as a bad boy?
4044,5,How long has L.L. Cool J. been married ?,How long has L.L. Cool J. been married?
4045,5,How much did a knight 's armor weigh ?,How much did a knight's armor weigh?
4046,3,What comedian created a punch-drunk pugilist named Cauliflower McPugg ?,What comedian created a boxer named cauliflower McPugg?
4047,1,What is the movie Jonathan Livingstone Seagull ?,What is the movie Jonathan Livingstone Seagull?
4048,5,How tall is Prince Charles ?,How tall is Prince Charles?
4049,5,What is the weight of air ?,What is the weight of the air?
4050,1,What is a fear of children ?,What is a fear of children?
4051,0,What is ouzo ?,What is Ouzo?
4052,1,"What race is 1 , 137 miles long ?",What race is 1137 miles long?
4053,4,What is the capital of Uruguay ?,What is the capital of Uruguay?
4054,2,What does the T.S. stand for in T.S. Eliot 's name ?,What does T.S. stand for in the name of T.S. Eliot?
4055,5,"How long is the world 's largest ship , in meters ?",How long is the world's largest ship in metres?
4056,3,Who is William Wordsworth ?,Who is William Wordsworth?
4057,0,What is making love ?,What is making love?
4058,3,Who is Charles Lindbergh ?,Who is Charles Lindbergh?
4059,5,How tall is the replica of the Matterhorn at Disneyland ?,How big is the reproduction of the Matterhorn in Disneyland?
4060,4,What are the largest deserts in the world ?,What are the largest deserts in the world?
4061,4,Where is Qatar ?,Where's Qatar?
4062,0,Why are peanut butter cookies topped with crisscrosses ?,Why are peanut butter cookies covered in crystals?
4063,4,What is the richest state in the U.S. ?,What is the richest state in the United States?
4064,3,Who is the prime minister in Norway ?,Who is the Prime Minister of Norway?
4065,0,What is a urologist ?,What is a urologist?
4066,3,What actress starred in `` The Lion in Winter '' ?,"What actress played in ""The Lion in Winter""?"
4067,1,What 's bottled in jeroboams ?,What is filled in Jeroboams?
4068,3,Who won the rugby world cup in ?,Who won the Rugby World Cup?
4069,3,What is Nicholas Cage 's profession ?,What is Nicholas Cage's profession?
4070,5,"How many times was pitcher , Warren Spahn , a 20-game winner in his 21 major league seasons ?","How often was the pitcher Warren Spahn, a 20 -game winner in his 21st season?"
4071,5,How many pins are used in skittles ?,How many pins are used in Skittles?
4072,0,What qualifications are there for individuals donating blood ?,What qualifications are there for people who donate blood?
4073,4,"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?","Which California bridge crossed Don Brown first in May 27, 1937?"
4074,3,Who is the famous sister of actress Olivia De Havilland ?,Who is the famous sister of actress Olivia De Havilland?
4075,3,Which German president was pressured into appointing Hitler chancellor in 1933 ?,Which German president was under pressure to appoint Hitler Chancellor in the 1933s?
4076,5,"How many people have been killed in wars , armed conflicts ?","How many people were killed in wars, armed conflicts?"
4077,0,What is the history of the hairdryer ?,What's the story with the hair dryer?
4078,1,"Which mammal lives , breeds , eats , and sleeps underground ?","What mammal lives, breeds, eats and sleeps underground?"
4079,1,What trade did the 15th and 16th century Portuguese hope to control between Asia and Europe ?,What trade did Portuguese expect in the 15th and 16th century? between Asia and Europe?
4080,0,What happened in the city of Dogtown in 1899 ?,What happened in Dogtown in 1899?
4081,4,What was the largest city in the world to declare martial law in 1989 ?,What was the largest city in the world that declared martial law in 1989?
4082,1,What is a fear of sinning ?,What is a fear of sin?
4083,4,Where is the Thomas Edison Museum ?,Where is the Thomas Edison Museum?
4084,5,What was the first minimum wage ?,What was the first minimum wage?
4085,4,What is the name of the highest mountain in Africa ?,What's the name of the highest mountain in Africa?
4086,4,What mountain range extends from the Gulf of St. Lawrence to Alabama ?,Which mountain range extends from the Gulf of St. Lawrence to Alabama?
4087,5,How many types of lemurs are there ?,How many kinds of lemurs are there?
4088,1,What are some colorful flowers that will bloom in the fall in New England ?,What are some colorful flowers that will bloom in New England in autumn?
4089,1,What 's the second-most-used murder weapon in the U.S. ?,What is the second most common murder weapon in the United States?
4090,3,What businesses or agencies would do an employment verification ?,Which companies or agencies would carry out an employment audit?
4091,3,"What famous coach said `` if you can 't beat 'em in the alley , you can 't beat 'em on the ice '' ?","What famous coach said if you can't beat her in the alley, you can't beat her on the ice?"
4092,3,What onetime member of Ronald Reagan 's cabinet called federal policy toward Indians `` an example of the failure of socialism '' ?,What kind of former cabinet member Ronald Reagan called federal policy towards the Indians an example of the failure of socialism?
4093,5,How many claws has a lobster called a pistol lost ?,How many claws did a lobster named gun lose?
4094,3,Who was Darth Vader 's son ?,Who was Darth Vader's son?
4095,1,What are the four most widely-used languages in North America ?,What are the four most widely used languages in North America?
4096,1,What war was fought by the Spanish as far as the Philippines ?,What war did the Spaniards lead except the Philippines?
4097,0,How do you make a million bucks ?,How do you make a million dollars?
4098,3,Who invented the process to make condensed milk ?,Who invented the process to make condensed milk?
4099,4,What is the largest city in Connecticut ?,What's the biggest city in Connecticut?
4100,5,What is the population of the United States ?,What is the population of the United States?
4101,3,What actor and actress have made the most movies ?,Which actor and actress has made the most movies?
4102,0,What is the definition of spamming ?,What is the definition of spamming?
4103,3,Who found Hawaii ?,Who found Hawaii?
4104,2,What does IQ stand for ?,What does IQ stand for?
4105,4,Where can I find free piano scores for popular music ?,Where can I find free piano music for popular music?
4106,5,When did the American Civil War end ?,When did the American Civil War end?
4107,4,What country is the largest diamond producer ?,Which country is the largest diamond producer?
4108,5,How long does it take the moon to revolve around the Earth ?,How long before the moon turns around the Earth?
4109,1,What beer is ` rockin ' America ? '',What kind of beer is Rockin'? America.
4110,1,What is a fear of women ?,What's a fear of women?
4111,3,Who protects DC Comics ' realm of dreams ?,Who protects DC Comics''Kingdom of Dreams'?
4112,1,What are dinosaur droppings called ?,What are dinosaur castles?
4113,0,What was the infamous feat of Germany 's U-2 submarine ?,What was the notorious performance of the U -2 submarine of Germany?
4114,1,What Homerian epic chronicles events toward the end of the Trojan Wars ?,What kind of homorian epic chronicle of the end of the Trojan Wars?
4115,5,When did the vesuvius last erupt ?,When was the last time the Vesuvius broke out?
4116,1,What is widely used to detect prenatal birth defects ?,What is widely used to detect prenatal birth defects?
4117,5,When did the supercontinent Pangaea break up ?,When did the supercontinent end Pangaea?
4118,1,What kind of mammal is a colt ?,What kind of mammal is a foal?
4119,3,Who created Harry Lime ?,Who created Harry Lime?
4120,0,Why do many Native American students not complete college ?,Why aren't many Indian students in college?
4121,1,What color are a cherry tree 's flowers ?,What color are the flowers of a cherry tree?
4122,3,Who was President Cleveland 's wife ?,Who was President Cleveland's wife?
4123,1,What class of animals makes up more than two-thirds of known species ?,Which species make up more than two thirds of the known species?
4124,1,What was the name of Sergeant Preston of the Yukon 's lead dog ?,What was the name of Sergeant Preston of the Yukon's guide dog?
4125,1,What film featured a snarly character named Kid Shelleen ?,What film contained a pathetic character named Kid Shelleen?
4126,3,What company named one of its pens `` The Banana '' ?,"What company called one of their pens ""The Banana""?"
4127,4,What 's the capital of Monaco ?,What is the capital of Monaco?
4128,5,What do Englishmen weigh themselves in ?,What do Englishmen weigh in?
4129,5,How big is the Electoral College ?,How big is the constituency?
4130,1,"What is it that walks on four legs , then on two legs , then on three ?","What is it that goes on four legs, then on two legs, then on three?"
4131,1,What is the name of the 1919 occurrence in which British troops killed over 3 unarmed Indian protestors ?,"What is the name of the 19th century, when British troops were killed over three unarmed Indian demonstrators?"
4132,3,Who invented the Moog Synthesizer ?,Who invented the Moog Synthesizer?
4133,3,Who makes the `` Die Hard '' car battery ?,Who makes the car battery ``Die Hard'?
4134,5,How long does it take to travel from Tokyo to Niigata ?,How long does it take to travel from Tokyo to Niigata?
4135,4,What state is the Filenes store located in ?,What state is the Filenes Store in?
4136,0,How does a bill become law ?,How does a law become a law?
4137,5,What is the starting salary of a radiographer ?,What is the starting content of a radiograph?
4138,0,What is a disaccharide ?,What is a disaccharide?
4139,0,Colin Powell is most famous for what ?,Colin Powell is famous for what?
4140,1,What star-faring race brought about the Inhumans on Marvel 's Earth ?,What star race has the Inhumans brought to Marvel's Earth?
4141,0,How do you buy stocks ?,How to buy shares?
4142,0,What does appropriates money mean ?,What does money mean?
4143,3,What is the name of Dolly Parton 's rarely seen husband ?,What's Dolly Parton's name with her husband?
4144,4,Where is the official `` zero '' of the sea level ?,Where's the official zero of the sea level?
4145,3,Whose old London come-on was : `` Buy my sweet lavender '' ?,Whose old London Come on was Buy My Sweet lavender?
4146,0,How did former WWF wrestler Rick Rude die ?,How did former WWF wrestler Rick Rude die?
4147,3,Who wrote the lyrics to Porgy and Bess ?,Who wrote the lyrics to Porgy and Bess?
4148,0,What is a `` False Moon '' ?,What is a ``False Moon''?
4149,1,What 1976 Deep Throat clone provides the leading lady with a second larynx ?,Which 1976 Deep Throat clone supplies the leading actress with a second larynx?
4150,1,What line of luggage is named after a famous American flier ?,Which luggage series is named after a famous American flyer?
4151,1,What is a word whose letters can be rearranged to form a different word ?,What is a word whose letters can be rearranged to form another word?
4152,5,What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,Which chapter of Gone with the Wind did Rhett Butler leave Scarlett O'Hara?
4153,5,How many American actors were nominated for the best actor Oscar for 1983 ?,How many American actors have been nominated for the best actor Oscar for 1983?
4154,5,"When did Lucelly Garcia , a former ambassador of Columbia to Honduras , die ?","When did Lucelly Garcia, a former Colombian ambassador to Honduras, die?"
4155,1,"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?","In Hemingway ""Old Man and the Sea"" what kind of fish does the old man catch?"
4156,5,How long was the longest sneezing attack ?,How long was the longest sneeze attack?
4157,0,How can I get rich quick ?,How can I get rich fast?
4158,0,How is the word ` qigong ' pronounced ?,"How do you pronounce the word ""qigong""?"
4159,1,What program do I need to run a .tbk file ?,What program do I need to start a.tbk file?
4160,4,What is the seafaring name for the southern tip of South America ?,What is the name of the sea cruise at the southern tip of South America?
4161,3,What two New York Yankee pitchers swapped wives and families ?,What two New York Yankees exchanged wives and families?
4162,1,What are the 10 plagues of Egypt ?,What are the ten plagues of Egypt?
4163,0,"What is the history of Hot Wheels cars , and how are they produced ?",What is the story of Hot Wheels cars and how are they produced?
4164,1,What is the rounded part on the top of a matchbook called ?,What's the round part on the top of a matchbook called?
4165,5,When did Nixon visit China ?,When did Nixon visit China?
4166,5,What 's the third month of the Gregorian calendar ?,What is the third month of the Gregorian calendar?
4167,4,What country owns Corsica ?,Which country owns Corsica?
4168,5,How many queen bees reign in a hive ?,How many queen bees rule in a hive?
4169,1,"What sport features slotbacks , tailbacks , and touchbacks ?","What kind of sport has Slotbacks, backrests and Touchpacks?"
4170,1,What meat complemented sweet potatoes and peas in the first TV dinner ?,What meat added sweet potatoes and peas to the first TV dinner?
4171,2,What is RAM in the computer ?,What is RAM in the computer?
4172,0,What is a `` repeating voter '' ?,"What is a ""repeat voter""?"
4173,0,What are dingoes ?,What are dingos?
4174,4,Where can I find a world atlas map online at no charge ?,Where can I find a World Atlas card online for free?
4175,1,What Leoncavallo opera features a prologue by a clown ?,What Leoncavallo Opera shows a prologue of a clown?
4176,0,How can I get someone 's email address ?,How can I get an email address from someone?
4177,5,What chapter of the Bible has the most verses ?,Which chapter of the Bible has the most verses?
4178,4,What ocean did the Titanic sink in ?,In which ocean did the Titanic sink?
4179,0,How did P.T. Barnum bill the diminutive Charles S. Stratton ?,How did P.T. Barnum account for the tiny Charles S. Stratton?
4180,5,In what year was the Wall built ?,What year was the wall built?
4181,3,Name one of King Henry VIII 's wives .,Name one of the wives of King Henry VIII.
4182,4,What southwestern state is dubbed The Silver State ?,What Southwest state is called Silver State?
4183,0,What are pomegranates ?,What are pomegranates?
4184,0,Why do pharmacists work on raised floors ?,Why do pharmacists work on elevated floors?
4185,3,What does Robin Williams do ?,What's Robin Williams doing?
4186,4,What country did the Allies invade in World War II 's Operation Avalanche ?,Which country did the Allies infiltrate Operation Avalanche of World War II?
4187,4,What famed river was Hernando de Soto the first European to see ?,What famous river was Hernando de Soto the first European to see it?
4188,1,What chess outcome results when a player has no legal move ?,What is the result of chess if a player has no legal movement?
4189,0,How do they find an epicenter ?,How do you find an epicenter?
4190,5,When was Christ born ?,When was Christ born?
4191,4,Where do quality drinks begin ?,Where do high -quality drinks begin?
4192,1,"In order from the top , the four stripes on a can of Pepsi are what colors ?","All right, top four strips on a can of Pepsi, what colors?"
4193,1,What kind of substance is dextropropoxyphen napsylate ?,What is dextropoxyphene napsylate?
4194,3,Who is the French literary charcter who is chiefly famous for his enormous nose ?,Who is the French literary character who is mainly famous for his enormous nose?
4195,1,What were first used by John L. Sullivan and James J. Corbett in 1892 ?,What were first used by John L. Sullivan and James J. Corbett in 1892?
4196,4,"What country surrounds San Marino , the world 's smallest Republic ?","What country surrounds San Marino, the smallest republic in the world?"
4197,3,Who killed Martin Luther King ?,Who killed Martin Luther King?
4198,3,Who owns the rights on a TV program ?,Who owns the rights to a TV program?
4199,0,What did Cool Hand Luke go to jail for ?,What did Cool Hand Luke go to jail for?
4200,0,What was the V-8 Juice slogan : `` the tastebud '' ?,What was the V -8 Juice slogan: ```the keybud''?
4201,1,What was Mae West 's last film ?,What was Mae West's last movie?
4202,1,What letter does Gorbachev 's middle name start with ?,What letter does Gorbachev's middle name begin with?
4203,3,Who invented Astroturf ?,Who invented Astrographer?
4204,0,What makes you fat ?,What makes you fat?
4205,1,Name a flying mammal .,Name a flying mammal.
4206,5,What season does a hiemal activity normally take place in ?,What season does a local activity normally take place?
4207,4,What direction do the best surfing beaches face ?,Which direction are the best surf beaches?
4208,5,What is the world record for the longest hair ?,What's the world record for the longest hair?
4209,1,What English word contains the most letters ?,Which English word contains the most letters?
4210,0,How do I know if I 'm jealous of someone ?,How do I know if I'm jealous of someone?
4211,3,What Democratic prankster waved the train out of the station while Richard Nixon spoke from the caboose ?,What Democratic joke ball dragged the train out of the station while Richard Nixon was talking about Caboose?
4212,0,How does James Bond like his martinis ?,Who likes James Bond's martinis?
4213,4,What California bay 's largest island is Angel Island ?,Which California's largest island is Angel Island?
4214,1,What was the name of the flight that Fawaz Younis hijacked ?,What was the name of the flight Fawaz Younis took?
4215,3,What former African leader held his country 's boxing title for nine years ?,What former African leader held the title of his country for nine years?
4216,0,What is a wet dream ?,What's a wet dream?
4217,4,"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?","Which California bridge crossed Don Brown first in May 27, 1937?"
4218,3,"What camera company said , `` If you haven 't got the time , we 've got the camera ? ''","What camera company said ```If you don't have the time, do we have the camera?''"
4219,0,What happened to Pepsi Clear ?,What happened to Pepsi Clear?
4220,5,How much does one ton of cement cost ?,How much does a ton of cement cost?
4221,0,What is a Mexican hairless ?,What's a Mexican without hair?
4222,3,What 2th-century American poet wrote a four-volume biography of Abraham Lincoln ?,What three hundred American poets wrote a four -volume biography of Abraham Lincoln?
4223,4,Where is the oldest living thing on earth ?,Where is the oldest living thing in the world?
4224,1,What piece of jewelry is pictured on Monopoly 's Luxury Tax space ?,Which piece of jewelry is depicted in the luxury tax room of Monopoly?
4225,3,"Who stopped making diary entries on May 31 , 1669 , because he thought he was going blind ?","Who stopped making journal entries about May 31, 1669 because he thought he was going blind?"
4226,3,What journalist can be found in and around Walden Puddle ?,Which journalist is in and around Walden Puddle?
4227,0,How did Socrates die ?,How did Socrates die?
4228,5,How many sides does an obelisk have ?,How many pages does an obelisk have?
4229,1,What was Edward Albee 's first full-length play ?,What was Edward Albee's first all -day game?
4230,1,What was lost and regained by poet John Milton ?,What did the poet John Milton lose and win back?
4231,3,What woman pitcher has struck out Ted Williams and Hank Aaron ?,Which Mrs. Pitcher hit Ted Williams and Hank Aaron?
4232,0,How can scientists predict weather by observing clouds ?,How can scientists predict the weather by observing clouds?
4233,1,What songs were popular in 1948 ?,What songs were popular in 1948?
4234,5,In what year was the cannon invented ?,In what year was the gun invented?
4235,5,How many languages does the Pope speak ?,How many languages does the Pope speak?
4236,4,What bay divides Maryland 's Eastern and Western Shores ?,Which bay shares Maryland's Eastern and Western Shores?
4237,3,"What is the real name of the singer , Madonna ?",What's the singer Madonna's real name?
4238,3,"What Frenchman claimed the following ? If God did not exist , it would be necessary to invent him . ''","Which Frenchman said this? If God did not exist, it would be necessary to invent him.''"
4239,1,What color were Ernest Hemingway 's eyes ?,What color were Ernest Hemingway's eyes?
4240,0,What is the origin of the expression `` four-letter word '' ?,What is the origin of the term ```four -letter word''?
4241,3,Who was the first woman in space ?,Who was the first woman in space?
4242,1,What is the only animal that can turn its stomach inside out ?,What's the only animal that can turn its stomach outward?
4243,3,What professional sports league originated the college draft ?,What professional sports league triggered the college project?
4244,0,What is the difference between a board of directors and an advisory board ?,What is the difference between a board of directors and an advisory board?
4245,3,Who discovered imaginary numbers ?,Who discovered imaginary numbers?
4246,3,Who does the voices of the Simpsons ?,Who makes the Simpsons' voices?
4247,5,How many feet high is the hurdle in front of a runner 's steeplechase water jump ?,How many meters is the obstacle to a runner's steep water jump?
4248,1,What religion has the most members ?,Which religion has most members?
4249,5,How many calories are there in a glass of water ?,How many calories are there in a glass of water?
4250,3,"Who is the richest person in the world , without owning a business ?",Who's the richest man in the world without owning a business?
4251,2,What is SVHS ?,What is SVHS?
4252,5,What is the chemical reactivity of neon ?,What is the chemical reactivity of Neon?
4253,4,Where can I find info on Alexander Mackenzie ?,Where can I find information about Alexander Mackenzie?
4254,0,What is the cultural origin of the ceremony of potlatch ?,What is the cultural origin of the Potlatch ceremony?
4255,4,What Georgia town did Scarlett O 'Hara condemn as being full of pushy people ?,What city in Georgia condemned Scarlett O'Hara as full of intrusive people?
4256,5,How many countries watch MTV Europe ?,How many countries see MTV Europe?
4257,2,What is SAP ?,What is SAP?
4258,1,What layer of the atmosphere contains most of the ozone layer ?,Which layer of the atmosphere contains the largest part of the ozone layer?
4259,5,What is the airport code for Los Angeles International ?,What's the airport code for Los Angeles International?
4260,0,"What was the claim to fame of Explorer I , launched February 1 , 1958 ?","What was the claim to fame of Explorer I, launched February 1, 1958?"
4261,0,"In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?","In the song ""Yankee Doodle"", why did Yankee Doodle put a feather in his hat and call it macaroni?"
4262,2,"What do the letters CE stand for on so many products , particularly electrical , purchased now ?","What do the letters CE mean for so many products, especially electrical, now purchased?"
4263,4,Where did the real St. Nicholas live ?,Where did the real Nicholas live?
4264,3,"Who manufactures the software , `` PhotoShop '' ?","Who makes the software, ```PhotoShop'?"
4265,5,How many eyes does a bat have ?,How many eyes does a bat have?
4266,1,How do you say 2 in Latin ?,How do you say two in Latin?
4267,1,What was Dwight Eisenhower 's favorite card game ?,What was Dwight Eisenhower's favorite card game?
4268,1,"What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?","What's the high sound you hear in your ear now and then, but then it disappears after a while?"
4269,0,What is the origin of the word nevermind ?,What is the origin of the word Nevermind?
4270,3,Who was the second man to walk on the moon ?,Who was the second man to walk on the moon?
4271,0,What is power steering ?,What is Servolenkung?
4272,4,Where did Dikembe Mutombo go to college ?,Where is Dikembe Mutombo studied?
4273,3,What author was appointed U.S. ambassador to Spain in 1842 ?,Which author was appointed as U.S. Ambassador to Spain in 1842?
4274,4,What body of water does the Yukon River empty into ?,How much water does the Yukon River go into?
4275,3,Who is Westview High 's band director in Funky Winkerbean ?,Who's Westview High's band director at Funky Winkerbean?
4276,0,How does a chick breathe inside an egg ?,How does a chicken breathe in an egg?
4277,4,What is Mark McGwire 's e-mail address ?,What e -mail address does Mark McGwire have?
4278,5,How many maids were milking ?,How many maids have milked?
4279,4,The Kentucky Horse Park is located near what city ?,Kentucky Horse Park is located in what vicinity?
4280,1,What is the celtic symbol for `` life '' ?,What is the Celtic symbol for ``life''?
4281,1,What kind of fruit is a Yellow Transparent ?,What kind of fruit is a yellow transparent?
4282,1,What song put James Taylor in the limelight ?,What song brought James Taylor into the spotlight?
4283,1,"What drink is formed of tequila , orange juice and galliano ?","Which drink consists of tequila, orange juice and galliano?"
4284,1,Name four comic strips about pilots .,Name four comics about pilots.
4285,5,What geological time do we live in ?,What geological time are we living in?
4286,0,How do you dunk ?,How do you do that?
4287,4,Where is the massive North Korean nuclear complex located ?,Where is the massive North Korean nuclear complex?
4288,0,How do plants make food ?,How do plants make food?
4289,4,Where is Microsoft 's corporate headquarters located ?,Where is the headquarters of Microsoft?
4290,0,How did the Hohenzollerns build their power around 17 ?,How did the Hohenzollern build their power around 17?
4291,5,When was China 's first nuclear test ?,When was China's first nuclear test?
4292,1,What is the name given to a group of geese ?,What do you call a group of geese?
4293,0,"Why was Washington , DC originally called District of Columbia ?","Why was Washington, DC originally called the District of Columbia?"
4294,0,How do I find a snowboarding website ?,How do I find a snowboard website?
4295,3,What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone ?,What hit song inspired the Dolly Parton Stallone movie Rhinstone?
4296,5,How much can a person be fined for having a dog on a beach ?,How much can you pay for having a dog on the beach?
4297,0,Why do movie and TV stars get paid so much ?,Why are movie and TV stars paid so much?
4298,0,What is a turnkey contract ?,What is a turnkey contract?
4299,0,What are people doing to help prevent the extinction of birds ?,What do people do to prevent birds from dying?
4300,0,Why is the mile 528 feet ?,Why is the mile 528 foot?
4301,4,What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?,Which Asian Gulf were the destroyers that Maddox and C Turner shot Joy at?
4302,0,How is carbon dioxide removed from natural gas ?,How is carbon dioxide removed from natural gas?
4303,3,Who is Edmund Kemper ?,Who is Edmund Kemper?
4304,3,"What was Mao , the Chinese leader 's , full name ?","What was Mao, the Chinese leader, full name?"
4305,5,When is Dick Clark 's birthday ?,When's Dick Clark's birthday?
4306,3,"Who is the director of the international group called the Human Genome Organization , HUGO , that is trying to coordinate gene-mapping research worldwide ?","Who is the director of the international group called the Human Genome Organization (HUGO), which wants to coordinate gene mapping research worldwide?"
4307,3,What radio station did Paul Harvey work for ?,What radio station did Paul Harvey work for?
4308,3,What character narrates Treasure Island ?,What character does the treasure island tell?
4309,2,What is the correct way to abbreviate cc. at the bottom of a business letter ?,What is the right way to shorten cc.at the end of a business letter?
4310,3,Who starred with Charlie Chaplin in Modern Times and The Great Dictator ?,"Who played with Charlie Chaplin in ""Modern Times"" and ""The Great Dictator""?"
4311,5,What seven digits follow the area code in the number for long distance information ?,What seven digits follow the territorial code in the number for remote information?
4312,3,What Catch-22 character is elected mayor of half a dozen Italian cities ?,What Catch -22 character is elected mayor of half a dozen Italian cities?
4313,3,"Whom does Uncle Duke 's girl friend , Honey , room with ?","Who's Uncle Duke's girlfriend living with, honey?"
4314,3,"When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight . '' ?","When I was asked to surrender, the American general replied, ""Sir, I have not yet begun to fight."""
4315,5,When was the bar-code invented ?,When was the barcode invented?
4316,1,What has to be produced in a writ of habeas corpus ?,What needs to be produced in a Habeas corpus warrant?
4317,3,What team did Babe Ruth play his first major league game for ?,For which team did Babe Ruth play his first Major League game?
4318,1,What class is categorized as the bourgeoisie ?,What class is classified as a bourgeoisie?
4319,3,What relative of Leo Tolstoy translated War and Peace eight times ?,Which relative of Leo Tolstoy has translated war and peace eight times?
4320,0,How does the Nintendo `` Zapper '' work ?,How does the Nintendo Zapper work?
4321,5,How many cards is each player dealt in Contract Bridge ?,How many cards is each player dealt in Contract Bridge?
4322,3,Who was the second person ever to wear Iron Man 's armor ?,Who was the second person to wear Iron Man's armor?
4323,0,What is InterLata Internet service ?,What is InterLata Internet Service?
4324,3,Who is the director and editor of the movie Big starring Tom Hanks ?,Who is the director and editor of the movie Big with Tom Hanks?
4325,0,What is the `` fourth dimension '' ?,What is the fourth dimension?
4326,4,What is the Homelite Inc. home page ?,What is Homelite Inc. homepage?
4327,5,How old was Stevie Wonder when he signed with Motown Records ?,How old was Stevie Wonder when he signed up for Motown Records?
4328,0,What is `` alternative '' anymore ?,"What is ""alternative"" more?"
4329,0,Why do they call a hamburger a hamburger when there is no ham ?,Why do you call a hamburger a hamburger when there's no ham?
4330,3,Who won two gold medals in skiing in the Olympic Games in Calgary ?,Who won two gold medals at the Olympics in Calgary?
4331,5,What year was the Avery Dennison company founded ?,What year was Avery Dennison's company founded?
4332,5,Where does the U.S. rank among world countries in area ?,Where is the US among the countries of the world in the region?
4333,3,What are the four railways in Monopoly ?,What are the four railways in Monopoly?
4334,4,What are the names of all the seas in the world and what ocean do they drain into ?,What are the names of all the seas in the world and in what ocean do they flow?
4335,2,What does BMW stand for ?,What does BMW stand for?
4336,4,Name the highest mountain .,Name the highest mountain.
4337,0,What is a biologist ?,What is a biologist?
4338,0,What revelation did Alexander Butterfield make to the Senate Watergate committee ?,What did Alexander Butterfield reveal to the Senate Watergate Committee?
