,label,sentence,translate_result
6372,0,the movie itself appears to be running on hypertime in reverse as the truly funny bits get further and further apart .,"The film itself seems to run on hypertime in reverse, as the really funny bits keep coming apart."
6373,0,"does n't get the job done , running off the limited chemistry created by ralph fiennes and jennifer lopez .","does not do the work, the limited chemistry of Ralph Fiennes and Jennifer Lopez."
6374,1,"tsai has a well-deserved reputation as one of the cinema world 's great visual stylists , and in this film , every shot enhances the excellent performances .","tsai has a well -deserved reputation as one of the great visual stylists of the film world, and in this film every shot improves the excellent performance."
6375,0,a movie that 's about as overbearing and over-the-top as the family it depicts .,A film as arrogant as the family he represents.
6376,1,"a movie that both thrills the eye and , in its over-the-top way , touches the heart .",A film that excites both the eye and touches the heart.
6377,0,"elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level .","elegantly designed, but emotionally cold, a puzzle whose complex construction can be admired, but is difficult to connect on a deeper level."
6378,0,it 's hard to understand why anyone in his right mind would even think to make the attraction a movie .,It's hard to understand why anyone in their right mind would even think about making the attraction a movie.
6379,0,"sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit , yet it 's geared toward an audience full of masters of both .","sc2 is an autopilot Hollywood blend without imagination and authentic Christmas spirit, but it is aimed at an audience full of masters of both."
6380,0,"donovan ... squanders his main asset , jackie chan , and fumbles the vital action sequences .","He's wasting his main ingredient, Jackie Chan, and he's dropping the important action sequences."
6381,0,this angst-ridden territory was covered earlier and much better in ordinary people .,This frightened area was covered earlier and much better by ordinary people.
6382,0,"in spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice .","In spite of a script that has been approved by no less than five authors, no one seems to have bothered to check it twice."
6383,0,"as underwater ghost stories go , below casts its spooky net out into the atlantic ocean and spits it back , grizzled and charred , somewhere northwest of the bermuda triangle .","As underwater ghost stories go, down below he throws his creepy net out into the Atlantic Ocean and spits it back, gray and charred, somewhere northwest of the Bermuda Triangle."
6384,1,the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fascism .,The most convincing achievement of the year adds considerable depth to this shocking testimony of anti -Semitism and neofascism.
6385,1,"though this saga would be terrific to read about , it is dicey screen material that only a genius should touch .","Although this saga would be great to read, it is risky screen material that only a genius should touch."
6386,1,a sentimental hybrid that could benefit from the spice of specificity .,A sentimental hybrid that could benefit from the sharpness of specificity.
6387,0,"despite slick production values and director roger michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .","Despite the smooth production values and the tick -tock beat of Director Roger Michell, the end result is like two guys screaming in your face for two hours."
6388,0,"well , jason 's gone to manhattan and hell , i guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels -lrb- hey , do n't shoot the messenger -rrb- .","Jason i s t i n Manhattan and to hell, I guess a space station i n year 2455 can be removed from the list of ideas for the inevitable future consequences -lrb - hey, don't shoot the messenger -rrb -."
6389,1,"like a veteran head cutter , barbershop is tuned in to its community .","Like a veteran head cutter, the hairdresser is attuned to his community."
6390,0,brisk hack job .,Fast hacking.
6391,1,thumbs up to paxton for not falling into the hollywood trap and making a vanity project with nothing new to offer .,Let's hear it for Paxton for not falling into the Hollywood trap and making a vanity project that had nothing new to offer.
6392,1,"performances all around are tops , with the two leads delivering oscar-caliber performances .","Performances around the stage are great, with the two leads delivering Oscar -caliber performances."
6393,0,"it does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject .",It does not give the public the opportunity to understand what its goal is or even its attitude to its subject.
6394,1,miller comes at film with bracing intelligence and a vision both painterly and literary .,Miller comes to the film with an uplifting intelligence and a vision both picturesque and literary.
6395,1,"this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton 's ever-watchful gaze -- and it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one .","This strange poetic road movie, played by pop music, takes place almost in Morton's ever vigilant gaze, and it is a tribute to the actress, and to her inventive director, that the journey is so hypnotic."
6396,0,"as gamely as the movie tries to make sense of its title character , there remains a huge gap between the film 's creepy , clean-cut dahmer -lrb- jeremy renner -rrb- and fiendish acts that no amount of earnest textbook psychologizing can bridge .","While the film tries to understand its title character, a big gap remains between the creepy, clean Dahmer -lrb Jeremy Renner -rrb and fiendish acts that cannot bridge serious psychological care through textbooks."
6397,0,"as earnest as a community-college advertisement , american chai is enough to make you put away the guitar , sell the amp , and apply to medical school .","As serious as a community college ad, American Chai is enough to put the guitar away, sell the amplifier, and apply for medical school."
6398,1,"if you 're not , you 'll still have a good time . ''","If you're not, you'll still have a good time.''"
6399,1,"has a certain ghoulish fascination , and generates a fair amount of b-movie excitement .",has a certain cruel fascination and generates a lot of b -film excitement.
6400,1,"although it lacks the detail of the book , the film does pack some serious suspense .","Although there are no details of the book, the film takes on a serious tension."
6401,1,"-lrb- cuarón has -rrb- created a substantive movie out of several cliched movie structures : the road movie , the coming-of-age movie , and the teenage sex comedy .","-lrb - cuardouble243n has created -rrb -a substantial film from several cliched film structures: the roadshow, the upcoming age film and the teenage sex comedy."
6402,0,"and second , what 's with all the shooting ?","And second, what about the whole shooting?"
6403,0,billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse .,Billy Crystal and Robert de Niro are sleepwalking through vulgarities in a sequel that you can reject.
6404,0,shrewd but pointless .,"Smart, but pointless."
6405,1,"the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .","The problems and characters it reveals are universal and include, and the film itself, as well as its delightful cast is so airy, beautiful and gifted, it has really won my heart."
6406,1,"proof once again that if the filmmakers just follow the books , they ca n't go wrong .","prove once again that if the filmmakers only follow the books, they cannot go wrong."
6407,1,... wise and elegiac ...,...wise and elegant...
6408,1,"though filmed partly in canada , paid in full has clever ways of capturing inner-city life during the reagan years .","Although partly filmed in Canada, fully paid has clever ways to capture inner city life during the Reagan years."
6409,0,"not counting a few gross-out comedies i 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .",I didn't count some rough -out comedies I wanted to forget. This is the first movie in a long time that has made me lock up the theater in the first ten minutes.
6410,0,"all of the elements are in place for a great film noir , but director george hickenlooper 's approach to the material is too upbeat .","All the elements are present for a great film noir, but director George Hikenlooper's approach to the material is too optimistic."
6411,1,"the overall fabric is hypnotic , and mr. mattei fosters moments of spontaneous intimacy .","The entire tissue is hypnotic, and Mr. Mattei promotes moments of spontaneous intimacy."
6412,0,friday after next is a lot more bluster than bite .,"Friday after that, there's a lot more noise than a bite."
6413,0,opera on film is never satisfactory .,Opera on film is never satisfactory.
6414,1,"nicole holofcenter , the insightful writer\/director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully .","nicole holofcenter, the writer responsible for this illuminating comedy, does not handle the process properly, but the ideas connect beautifully."
6415,0,"but , like silence , it 's a movie that gets under your skin .","But, like silence, it's a film that gets under the skin."
6416,0,"gooding and coburn are both oscar winners , a fact which , as you watch them clumsily mugging their way through snow dogs , seems inconceivable .","Gooding and Coburn are both Oscar winners, a fact that, as you watch them ambush themselves helplessly by snowflakes, seems unimaginable."
6417,0,"loud , silly , stupid and pointless .","Loud, stupid, stupid and pointless."
6418,1,"while it 's nothing we have n't seen before from murphy , i spy is still fun and enjoyable and so aggressively silly that it 's more than a worthwhile effort .","Although there i s nothing i t that we have not yet seen of murphy, I spy i t still funny and enjoyable and so aggressively stupid that i t i s more than a worthwhile effort i t."
6419,0,mctiernan 's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious .,"The remake of Mctiernan may be easier on the legs, the sober original was as graceful as a tap dance rhino, but it's just as boring and obvious."
6420,0,"if you 're looking to rekindle the magic of the first film , you 'll need a stronger stomach than us .","If you want to rekindle the magic of the first movie, you need a stronger stomach than we do."
6421,0,an average b-movie with no aspirations to be anything more .,an average B -movie with no attempt to be anything more.
6422,0,a film that plays things so nice 'n safe as to often play like a milquetoast movie of the week blown up for the big screen .,A film that plays things so beautifully safe that it often plays like a milquetoast movie of the week that is blown up for the big screen.
6423,0,"the movie straddles the fence between escapism and social commentary , and on both sides it falls short .","the film crosses the fence between escapism and social commentary, and on both sides it falls short."
6424,0,only masochistic moviegoers need apply .,Only masochistic movie goers must apply.
6425,0,"is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic ?","Is anyone else out there tired of all the slo -mo, double piston, ballistic Hong Kong action aesthetics?"
6426,1,"like shrek , spirit 's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world .","like shrek, mind's visual imagination reminds you why animation is such a perfect medium for children, because of the way it allows the mind to enter and accept another world."
6427,0,statham employs an accent that i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british .,"STATAM uses an accent that I think is an attempt to be a tough American, but sometimes he just goes into unholy Brits."
6428,0,a yawn-provoking little farm melodrama .,a yawning little peasant melodrama.
6429,0,"for all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film the sum of all fears , starring ben affleck , seem downright hitchcockian .","For all his shootings, fistfights and car chases, this film is a phlegmatic bore, so tiring that it seems to the silly spy vs. spy film the sum of all the fears, with Ben drooling, just hot -headed."
6430,0,"kicks off with an inauspicious premise , mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper .","Starts with an unhealthy premise, clouded by a gloomy streak of virtually sudden confusion and ends with a whimper."
6431,1,one of the greatest films i 've ever seen .,One of the best movies I've ever seen.
6432,0,feels strangely hollow at its emotional core .,Feels strangely hollow at his emotional core.
6433,0,it gets old quickly .,It gets old fast.
6434,0,feels less like a change in -lrb- herzog 's -rrb- personal policy than a half-hearted fluke .,Feels less like a change in -lrb's -herog's -rrb - personal politics than a half -hearted coincidence.
6435,1,exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza .,The Fizz of a Busby Berkeley musical and the inner excitement of a sporting spectacle.
6436,1,good performances keep it from being a total rehash .,good performance keeps it from being a complete rehash.
6437,1,tsai convincingly paints a specifically urban sense of disassociation here .,tsai convincingly shows a specific urban alienation.
6438,0,he thinks the film is just as much a document about him as it is about the subject .,He thinks the film is as much a document about him as it is about the subject.
6439,0,"it all starts to smack of a hallmark hall of fame , with a few four letter words thrown in that are generally not heard on television .","It all begins to beat a Hallmark Hall of Fame, with a few four -letter words that are generally not heard on television."
6440,1,"some body will take you places you have n't been , and also places you have .","Some bodies take you to places you haven't been, and also places you've been."
6441,0,hollywood ending just is n't very funny .,Hollywood is just not very funny.
6442,1,a jaw-droppingly beautiful work that upends nearly every cliché of japanese animation while delivering a more than satisfactory amount of carnage .,a delicate beautiful work that puts almost all the cliches of Japanese animation in the head and at the same time provides a more than satisfactory amount of slaughter.
6443,1,"but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them .","But kouyate produces strong performances from his cast, and he makes a powerful comment about how governments lie, no matter who runs them."
6444,1,"` drumline ' shows a level of young , black manhood that is funny , touching , smart and complicated .","""drumline"" shows a level of young black masculinity that is funny, touching, intelligent and complicated."
6445,0,upper teens may get cynical .,upper teens can become cynical.
6446,1,"welles groupie\/scholar peter bogdanovich took a long time to do it , but he 's finally provided his own broadside at publishing giant william randolph hearst .","The groupie -scholar Peter bogdanovich took a long time to do so, but he finally made his own width available for the release of the giant William Randolph Hearst."
6447,1,"the most brilliant and brutal uk crime film since jack carter went back to newcastle , the first half of gangster no. 1 drips with style and , at times , blood .","The most brilliant and brutal uk crime movie since Jack Carter returned to Newcastle, the first half of gangster number one drips with style and, sometimes, blood."
6448,0,"it might not be 1970s animation , but everything else about it is straight from the saturday morning cartoons -- a retread story , bad writing , and the same old silliness .","It may not be the'70s animation, but everything else about it is straight from Saturday morning cartoons -- a retread story, bad writing and the same old stupidity."
6449,1,"birthday girl lucks out with chaplin and kidman , who are capable of anteing up some movie star charisma when they need it to sell us on this twisted love story , but who can also negotiate the movie 's darker turns .","Birthday Girl is lucky with Chaplin and Kidman, who are able to anticipate some movie star charisma if they need it to sell us on this twisted love story, but who can also negotiate the film's darker shoots."
6450,1,stay for the credits and see a devastating comic impersonation by dustin hoffman that is revelatory .,"Stay for the credits and see a devastating comic imitation of Dusty Hoffman, which is enlightening."
6451,1,"it is a likable story , told with competence .","It's a nice story, told with competence."
6452,0,a gushy episode of `` m \* a \* s \* h '' only this time from an asian perspective .,an explosive episode of ```m * a * s * h''only this time from an Asian perspective.
6453,0,"bread , my sweet has so many flaws it would be easy for critics to shred it .","Bread, my sweetie has so many flaws, it would be easy for critics to tear it up."
6454,1,a delightful romantic comedy with plenty of bite .,a lovely romantic comedy with lots of bite.
6455,0,"you 'll forget about it by monday , though , and if they 're old enough to have developed some taste , so will your kids .","You will forget it by Monday, though, and if you are old enough to have developed some taste, your children will."
6456,1,a good thriller .,a good thriller.
6457,0,you could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .,One could easily confuse it with a sketchy work in progress that was inexplicably rushed to the megaplexes before its time.
6458,0,"it 's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one .","It's hard to imagine a newer movie, independent or otherwise, making as much chaos as this one."
6459,0,"rumor , a muddled drama about coming to terms with death , feels impersonal , almost generic .","The rumor, a confused drama about dealing with death, feels impersonal, almost generic."
6460,0,works on the whodunit level as its larger themes get lost in the murk of its own making,works on the whole level as its major themes are lost in the murk of its own production
6461,1,"there 's nothing like love to give a movie a b-12 shot , and cq shimmers with it .","There is nothing more beautiful than love to give a film a b -12 shot, and cq shimmers with it."
6462,1,"while not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the national lampoon film franchise , too long reduced to direct-to-video irrelevancy .","Although not for every taste, this often very funny collegiate grand -out comedy goes a long way to restore the glamour of the national Lampoon film franchise, too long reduced to direct -to video irrelevant."
6463,0,the movie is not as terrible as the synergistic impulse that created it .,The film is not as terrible as the synergistic impulse that created it.
6464,0,"the characters are based on stock clichés , and the attempt to complicate the story only defies credibility .","The characters are based on stock clich233;s, and the attempt to complicate the story despite only credibility."
6465,0,it 's petty thievery like this that puts flimsy flicks like this behind bars,It's little thieves like these that put weak patches like this behind bars.
6466,1,... an adorably whimsical comedy that deserves more than a passing twinkle .,"...a delightful, bizarre comedy that deserves more than a fleeting spark."
6467,0,"with or without ballast tanks , k-19 sinks to a harrison ford low .","With or without ballast tanks, k -19 sinks to a Harrison ford low."
6468,1,mr. koshashvili is a director to watch .,Mr. Koshashvili is a director to see.
6469,1,about as big a crowdpleaser as they possibly come .,as big as possible a crowdpleaser.
6470,1,"but on the whole , you 're gonna like this movie .","But on the whole, you're gonna love this movie."
6471,0,"we can tell what it is supposed to be , but ca n't really call it a work of art .","We can say what it's supposed to be, but we can't really call it a work of art."
6472,1,"the art direction and costumes are gorgeous and finely detailed , and kurys ' direction is clever and insightful .","the art direction and costumes are delightful and finely detailed, and kurys''direction is smart and sensitive."
6473,1,the film is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann .,The film is gently told by Martin Landau and directed by janklowitz -mann with sensitivity and skill.
6474,0,"sad nonsense , this .",This sad nonsense.
6475,0,every note rings false .,every note sounds wrong.
6476,1,"the evocative imagery and gentle , lapping rhythms of this film are infectious -- it gets under our skin and draws us in long before the plot kicks into gear .",The suggestive images and the gentle rhythms of this film are infectious... It gets under our skin and drags us long before the action gets underway.
6477,1,succeeds as a well-made evocation of a subculture .,succeeds as a well -made mention of a subculture.
6478,1,"plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .","falls into a reality that is usually not difficult and sad, and then, without sentimentalising it or denying its brutality, transforms this reality into a lyrical and solemn vision."
6479,1,an immensely entertaining look at some of the unsung heroes of 20th century pop music .,An extremely entertaining view of some of the unseen heroes of pop music of the twentieth century.
6480,0,"the action scenes have all the suspense of a 20-car pileup , while the plot holes are big enough for a train car to drive through -- if kaos had n't blown them all up .","The action scenes have the tension of a 20 -car pile, while the land holes are big enough to drive through a train car if chaos hadn't blown them all up."
6481,1,howard conjures the past via surrealist flourishes so overwrought you 'd swear he just stepped out of a buñuel retrospective .,Howard conjures up the past with surreal flowers so abundant that you could swear he just got out of a boo -double -241.
6482,0,eisenstein lacks considerable brio for a film about one of cinema 's directorial giants .,Eisenstein is missing for a film about one of the ruling giants.
6483,1,"even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st century .","Even if you don't know the band or the songs of the album by heart, you will enjoy watching them both develop, and you will also learn a lot about the state of the music business in the 21st century."
6484,1,"inherently caustic and oddly whimsical , the film chimes in on the grieving process and strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss .",The film intervenes in the grieving process and strangely involves the audience in the inexplicable pain and eccentricities associated with the concept of loss.
6485,0,like being able to hit on a 15-year old when you 're over 100 .,as able to meet a 15 -year -old when you are over 100.
6486,1,it 's better than the phantom menace .,It's better than the phantom threat.
6487,1,an effortlessly accomplished and richly resonant work .,an effortlessly executed and abundantly resonant work.
6488,1,"broomfield is energized by volletta wallace 's maternal fury , her fearlessness , and because of that , his film crackles .","Broomfield is driven by the maternal wrath of Volletta Wallace, her fearlessness, and that's why his film squeaks."
6489,1,"a fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries .",a fiercely clever and subtle film that captures the precarious balance between the extravagant trust of the exiled aristocracy and the cruel seriousness of the victorious revolutionaries.
6490,1,"this kind of hands-on storytelling is ultimately what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .","This kind of practical stories is ultimately what shanghai Ghetto moves about a good, dry, reliable textbook and what it allows to sort with its worthy predecessors."
6491,0,"formulaic to the 51st power , more like .","Formal for 51st performance, more like."
6492,0,"when your subject is illusion versus reality , should n't the reality seem at least passably real ?","If your subject is an illusion against reality, shouldn't reality appear at least passively real?"
6493,0,the results are far more alienating than involving .,The results are much more alienating than with.
6494,0,these characters become wearisome .,These signs are getting boring.
6495,1,it finds its moviegoing pleasures in the tiny events that could make a person who has lived her life half-asleep suddenly wake up and take notice .,It finds its moving joys in the tiny events that a person who has lived half -asleep suddenly awakens and takes note.
6496,0,i could have used my two hours better watching being john malkovich again .,I could have used my two hours better than being John Malkovich again.
6497,0,"comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible .","seems like a relic from a past time, and its entanglements... feel more stupid than plausible."
6498,0,the movie is as padded as allen 's jelly belly .,The film is as padded as Allen's Jell -O belly.
6499,0,the story is bogus and its characters tissue-thin .,The story is wrong and its signs tissue -thin.
6500,0,"more busy than exciting , more frantic than involving , more chaotic than entertaining .","more busy than exciting, more hectic than involved, more chaotic than entertaining."
6501,0,"although ... visually striking and slickly staged , it 's also cold , grey , antiseptic and emotionally desiccated .","Although... visually conspicuous and smooth staged, it is also cold, gray, antiseptic and emotionally dehydrated."
6502,1,"though in some ways similar to catherine breillat 's fat girl , rain is the far superior film .","Although in a way similar to Katherine's fat girl, rain is the far superior film."
6503,0,you leave feeling like you 've endured a long workout without your pulse ever racing .,You leave feeling like you've been through a long workout without your pulse ever racing.
6504,0,one-sided documentary offers simplistic explanations to a very complex situation .,a one -sided documentary provides simple explanations of a very complex situation.
6505,0,"instead , it 'll only put you to sleep .","Instead, it'll just put you to sleep."
6506,0,"the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers .","The only way to tolerate this dull, brutal, unimaginative film could be with a large dose of painkillers."
6507,1,a sensitive and astute first feature by anne-sophie birot .,a sensitive and sharp first function of anne -sophie birot.
6508,0,the comedy is nonexistent .,There is no comedy.
6509,1,"a real winner -- smart , funny , subtle , and resonant .","a real winner -- smart, funny, subtle, and resonant."
6510,0,... comes alive only when it switches gears to the sentimental .,...only comes alive if it's on the sentimental.
6511,1,an instance of an old dog not only learning but inventing a remarkable new trick .,"an example of an old dog not only learn, but invent a remarkable new trick."
6512,1,"romantic , riveting and handsomely animated .","romantic, captivating and generously animated."
6513,1,"try as you might to scrutinize the ethics of kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment .","Try as you might to review the ethics of Kaufman's approach, somehow it comes together to create a very convincing, sensitive, intelligent and almost coherent piece of film entertainment."
6514,1,"every once in a while , a movie will come along that turns me into that annoying specimen of humanity that i usually dread encountering the most - the fanboy",Now and then a movie will come along that turns me into this annoying human image that I'm usually afraid to face the fanboy.
6515,0,"spreads itself too thin , leaving these actors , as well as the members of the commune , short of profound characterizations","spread too thin, so that these actors, as well as the members of the community, are close to profound characterizations"
6516,1,"the acting , for the most part , is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans .","Acting is mostly great, although actors have to contend with the fact that they play characters that sometimes feel more literary than flesh and blood people."
6517,0,"-lrb- less a movie than -rrb- an appalling , odoriferous thing ... so rotten in almost every single facet of production that you 'll want to crawl up your own \*\*\* in embarrassment .","It is less a movie than a horrible, fragrant thing.so rotten in almost every single facet of production that you have your own *\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\"
6518,1,funny and touching .,Funny and touching.
6519,0,an awkward hybrid of genres that just does n't work .,An embarrassing mix of genres that just doesn't work.
6520,1,"affirms the gifts of all involved , starting with spielberg and going right through the ranks of the players -- on-camera and off -- that he brings together .","confirms the gifts of all participants, starting with Spielberg and through the ranks of the players, in front of the camera and that it brings together."
6521,0,a fifty car pileup of cliches .,Fifty car piles of Klischees.
6522,1,will warm your heart without making you feel guilty about it .,will warm your heart without feeling guilty about it.
6523,0,one of the most unpleasant things the studio has ever produced .,One of the most unpleasant things the studio has ever produced.
6524,1,a glib but bouncy bit of sixties-style slickness in which the hero might wind up caught but the audience gets pure escapism .,"a glittering but bouncy bit of the sixties -style slickness in which the hero is caught, but the audience gets pure Escapism."
6525,1,this one is not nearly as dreadful as expected .,This one is not nearly as terrible as expected.
6526,1,"the result is a powerful , naturally dramatic piece of low-budget filmmaking .","The result is a powerful, of course dramatic piece of low -budget filmmaking."
6527,1,"as a science fiction movie , `` minority report '' astounds .","as a science fiction film, ````minority report''astonished."
6528,0,"does n't deliver a great story , nor is the action as gripping as in past seagal films .",The plot is not as captivating as in the previous Seagal films.
6529,1,"chilling in its objective portrait of dreary , lost twenty-first century america .","Chilling in his objective portrait of the dreary, lost twentieth century America."
6530,1,the auteur 's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug .,The author's ear for the way in which fears and makeup are telegraphed in most Blithe exchanges gives the film its continuous tug.
6531,0,a rehash of every gangster movie from the past decade .,a repetition of every gangster movie from the last decade.
6532,1,"shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral .",a shocking documentary about two unattached teenagers in a downward -drugged spiral.
6533,0,the somber pacing and lack of dramatic fireworks make green dragon seem more like medicine than entertainment .,The dark passage and the lack of dramatic fireworks make green dragons appear more like medicine than entertainment.
6534,0,below is well below expectations .,is far below expectations.
6535,0,a generic international version of a typical american horror film .,a general international version of a typical American horror movie.
6536,0,includes too much obvious padding .,contains too much obvious padding.
6537,1,"at just over an hour , home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face .","In just over an hour, home movie will want to leave you more, not to mention leaving you with some laughter and a smile on your face."
6538,0,"the movie 's ultimate point -- that everyone should be themselves -- is trite , but the screenwriter and director michel gondry restate it to the point of ridiculousness .","The ultimate point of the film that everyone should be themselves is banal, but the writer and director Michael gondry repeats it to ridicule."
6539,1,a fine documentary can be distinguished from a mediocre one by the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience .,a fine documentary film can be distinguished from a mediocre one by the better ability of the film to make its subject interesting for those who are not part of its supposed target audience.
6540,0,"in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage 's war-weary marine .","Following the rescue of Private Ryan, Black Hawk, and we were soldiers, you'll probably be as tired of chaos as the prisoner of war in the cage."
6541,1,peppered with witty dialogue and inventive moments .,with witty dialogues and inventive moments.
6542,0,-- is a crime that should be punishable by chainsaw .,...is a crime that should be punished with chain saw.
6543,1,"whether or not you 're enlightened by any of derrida 's lectures on `` the other '' and `` the self , '' derrida is an undeniably fascinating and playful fellow .","Whether or not you are enlightened by some derrida's lectures about ""the other"" and ""the self"", ""Derrida"" is an undeniably fascinating and playful companion."
6544,1,"the people in jessica are so recognizable and true that , as in real life , we 're never sure how things will work out .",The people in Jessica are so recognizable and true that we're never sure how things work.
6545,1,"parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .","Parents may even find that it passes quickly because it has some of the funniest jokes of any movie this year, including those intended for adults."
6546,1,"a good music documentary , probably one of the best since the last waltz .","good music documentation, probably one of the best since the last waltz."
6547,1,"-lrb- gulpilil -rrb- is a commanding screen presence , and his character 's abundant humanism makes him the film 's moral compass .","Irb - gulpilil -rrb - is a superb screen presence, and its character is rich in humanism makes it the moral compass of the film."
6548,1,the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him ... there is never really a true `` us '' versus `` them '' .,"The script never lets us forget that Bourne was once an amoral killer, just like those who follow him."
6549,1,an interesting look behind the scenes of chicago-based rock group wilco ...,an interesting view behind the scenes of the Chicago rock band Wilco...
6550,1,the sword fighting is well done and auteuil is a goofy pleasure .,The sword fight is well done and authenticity is a silly pleasure.
6551,0,the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,The only thing that scares me is that the filmmakers and the studio are bold enough to pass this stinker off as a scary movie.
6552,1,munch 's screenplay is tenderly observant of his characters .,munch's script is tenderly observing his characters.
6553,0,it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .,It has the necessary faux -urban mood and hot -two years -ago Rap and r &b names and references.
6554,0,the country bears wastes an exceptionally good idea .,The country is wasting an exceptionally good idea.
6555,1,"a film of epic scale with an intimate feeling , a saga of the ups and downs of friendships .","an epic film with an intimate feeling, a saga of heights and depths of friendships."
6556,0,the movie would seem less of a trifle if ms. sugarman followed through on her defiance of the saccharine .,The film would seem less insignificant if Ms. Sugarman followed her resistance to the Saccharin.
6557,1,mention `` solaris '' five years from now and i 'm sure those who saw it will have an opinion to share .,Mention'solaris' in five years and I am sure those who have seen it will have an opinion.
6558,1,"that ` alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon -lrb- who is always a joy to watch , even when her material is not first-rate -rrb- ...","Alabama, despite its predictability and occasional slowness, is mainly due to the persistence of reluctance -lrb, which is always a pleasure to observe, even if its material is not first -class -rrb -..."
6559,1,pacino is the best he 's been in years and keener is marvelous .,pacino is the best he has had in years and Kiener is wonderful.
6560,0,much of the cast is stiff or just plain bad .,a lot of the cast is stiff or just bad.
6561,1,"it 's excessively quirky and a little underconfident in its delivery , but otherwise this is the best ` old neighborhood ' project since christopher walken kinda romanced cyndi lauper in the opportunists .","It is excessively strange and a little subconscious in its delivery, but otherwise this is the best ``old neighborhood''project since Christopher wrestle somehow with Cyndi runner in love with the opportunists."
6562,0,"busy urban comedy is clearly not zhang 's forte , his directorial touch is neither light nor magical enough to bring off this kind of whimsy .","Busy urban comedy is clearly not zhang's forte, his directing touch is neither easy nor magical enough to bring this kind of fantasy."
6563,0,"imagine the cleanflicks version of ` love story , ' with ali macgraw 's profanities replaced by romance-novel platitudes .",Imagine the cleanficks version of ``love story'''''with ali macgraw's profanities replaced by Roman platitudes.
6564,1,"extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten .","played very well by the four main actors, this is a seriously intended film that is not easily forgotten."
6565,1,bound to appeal to women looking for a howlingly trashy time .,The women who are looking for such a bad time must turn to them.
